game,avg_playtime
"SEGA Genesis & Mega Drive Classics",5.08260869565217
"Amnesia The Dark Descent",5.08230088495575
"Need for Speed SHIFT",5.07
"Max Payne",5.06875
"Angels Fall First",5.06666666666667
"The Baconing",5.06666666666667
"Grand Theft Auto Vice City",5.06444444444444
"F.E.A.R. Perseus Mandate",5.05714285714286
Timberman,5.05
"Enigmatis The Ghosts of Maple Creek",5.05
Shadowgrounds,5.04705882352941
"Hard Reset",5.04666666666667
"WRC 4 FIA WORLD RALLY CHAMPIONSHIP",5.04
"Dead Space",5.03692307692308
"Camera Obscura",5.025
"Lego Star Wars Saga",5.01428571428571
"Hector Ep 2",5.0
"Decay - The Mare",5.0
"Battle vs Chess",5.0
Ascendant,5.0
"An Assassin in Orlandes",5.0
"Medal of Honor(TM) Single Player",4.98372093023256
HELLDIVERS,4.98333333333333
"Solar 2",4.975
"Shank 2",4.97142857142857
"Penumbra Black Plague",4.9625
"12 Labours of Hercules",4.95714285714286
"Pox Nora",4.95
"Lilly and Sasha Curse of the Immortals",4.95
"Chronicles of a Dark Lord Episode 1 Tides of Fate Complete",4.95
"Ghostbusters The Video Game",4.93636363636364
"Sword of the Stars The Pit",4.93333333333333
"Mind Path to Thalamus Enhanced Edition",4.93333333333333
"Tribes Ascend",4.93023255813953
"Pixel Puzzles Japan",4.9125
"NEKOPARA Vol. 1",4.91111111111111
"Kane & Lynch 2 Dog Days",4.90588235294118
"Shellshock 2 Blood Trails",4.9
"Labyronia RPG",4.9
"Cloudy with a Chance of Meatballs",4.9
"Bloodbath Kavkaz",4.9
"Amnesia Memories",4.9
"Binary Domain",4.9
"Door Kickers",4.87692307692308
"Peggle Deluxe",4.86153846153846
"CastleMiner Z",4.85714285714286
"Scourge Outbreak",4.85
"Peggle Nights",4.84285714285714
"Double Action Boogaloo",4.82888888888889
"World of Guns Gun Disassembly",4.81449275362319
Dustforce,4.80666666666667
"Zeno Clash 2",4.8
"WRC Powerslide",4.8
"The Otherside",4.8
"Pre-Civilization Marble Age",4.8
"Mount Your Friends",4.8
"Mars Colony Challenger",4.8
"Assassins Creed Chronicles China",4.8
"Get Off My Lawn!",4.78333333333333
"Dreamfall Chapters",4.78
"Super Sanctum TD",4.775
"Batman Arkham Origins Blackgate - Deluxe Edition",4.76666666666667
"Always Sometimes Monsters",4.75833333333333
"Valiant Hearts The Great War / Soldats Inconnus  Mmoires de la Grande Guerre",4.75714285714286
Startopia,4.75
"Full Spectrum Warrior Ten Hammers",4.75
"Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ",4.73333333333333
"Platypus II",4.73333333333333
"Beyond Good & Evil",4.73333333333333
"I am Bread",4.72727272727273
Monopoly,4.725
Uncrowded,4.71
"Time Mysteries 2 The Ancient Spectres",4.7
"The Few",4.7
"The Clans - Saga of the Twins",4.7
"Section 8 Prejudice",4.7
"Nancy Drew Alibi in Ashes",4.7
"Lords of the Realm II",4.7
"Industry Giant 2",4.7
"Dive to the Titanic",4.7
"Boson X",4.7
Armikrog,4.7
"3 Stars of Destiny",4.7
"Sam & Max 106 Bright Side of the Moon",4.7
"Melissa K. and the Heart of Gold Collector's Edition",4.7
"E.Y.E Divine Cybermancy",4.68333333333333
Uplink,4.67857142857143
"Tower Wars",4.67777777777778
"Iron Grip Warlord",4.66666666666667
"Professional Farmer 2014",4.65555555555556
"Tomb Raider I",4.65384615384615
"X-COM Interceptor",4.65
"The Incredible Adventures of Van Helsing III",4.65
"Order of War",4.63333333333333
"Nightmares from the Deep The Cursed Heart",4.63333333333333
"Lara Croft and the Temple of Osiris",4.625
"Tom Clancy's H.A.W.X. 2",4.61428571428571
"The Secret of Monkey Island Special Edition",4.60322580645161
"The Dead Linger",4.6
"Kings of Kung Fu",4.6
"Fall of the New Age Premium Edition",4.6
"Dominions 4",4.6
"Age of Conan Rise of the Godslayer",4.6
FEZ,4.59230769230769
HOARD,4.58571428571429
"Space Run",4.575
"Hero of the Kingdom",4.56666666666667
"Tiny Bridge Ratventure",4.56666666666667
"Sol Survivor",4.56666666666667
"Viscera Cleanup Detail Santa's Rampage",4.56315789473684
"White Noise Online",4.5
"Vlad the Impaler",4.5
Vagante,4.5
"Starion Tactics",4.5
"Secret Files Sam Peters",4.5
"Mini Ninjas",4.5
"Journey Of The Light",4.5
"Ether Vapor Remaster",4.5
"Buzz Aldrin's Space Program Manager",4.5
"Surgeon Simulator",4.49277108433735
"Stronghold Legends",4.48333333333333
"Greed Corp",4.48333333333333
"Mirror's Edge",4.48235294117647
"AaAaAA!!! - A Reckless Disregard for Gravity",4.48
"iBomber Defense Pacific",4.475
"Street Fighter X Tekken",4.475
Toribash,4.47228915662651
"Red Faction II",4.46666666666667
"Operation Flashpoint Red River",4.46666666666667
Lucius,4.45416666666667
"Gun Metal",4.45
"16bit Trader",4.45
"Counter-Strike Condition Zero Deleted Scenes",4.44893617021277
"Tap Tap Infinity",4.43333333333333
Element4l,4.43333333333333
"All Zombies Must Die!",4.43333333333333
"Alien Shooter Vengeance",4.43333333333333
"Rise of Venice",4.41666666666667
"The Vanishing of Ethan Carter",4.40952380952381
"Amnesia A Machine for Pigs",4.408
"Zombie Army Trilogy",4.4
X-note,4.4
"The Undying Plague",4.4
"Secret Files Tunguska",4.4
"Grim Legends 2 Song of the Dark Swan",4.4
"DuckTales Remastered",4.4
"CID The Dummy",4.4
AXYOS,4.4
"Duke Nukem Forever ",4.4
"Metro Conflict",4.39375
"King Arthur - The Role-playing Wargame",4.39285714285714
"Titan Quest",4.38620689655172
"Lichdom Battlemage",4.38181818181818
Archeblade,4.35762711864407
"Mars War Logs",4.35454545454545
"Jagged Alliance Flashback",4.35
"Warhammer 40,000 Dawn of War  Winter Assault",4.34666666666667
Machinarium,4.32352941176471
Reus,4.31224489795918
"Stronghold HD",4.30476190476191
"Renegade Ops",4.3
"Virtual Villagers A New Home",4.3
TimeShift,4.3
"Temper Tantrum",4.3
"Far Cry",4.29615384615385
"12 Labours of Hercules II The Cretan Bull",4.2875
Aquaria,4.28571428571429
"Robot Roller-Derby Disco Dodgeball",4.27
"Major Mayhem",4.26666666666667
Breach,4.26666666666667
"Next Car Game Wreckfest",4.26071428571429
"The Kings' Crusade",4.25
"The Escapists The Walking Dead",4.25
Chaser,4.25
"Chainsaw Warrior",4.25
"Act of Aggression",4.25
"Half Minute Hero Super Mega Neo Climax Ultimate Boy",4.24285714285714
"Flatout 3",4.23333333333333
"Sniper Elite Nazi Zombie Army 2",4.22352941176471
"Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal",4.22
"Sid Meier's Ace Patrol Pacific Skies",4.21111111111111
"Unreal Tournament 2004",4.20909090909091
"Magicka Wizard Wars",4.20782608695652
Westward,4.2
"The Wizard's Pen",4.2
"Styx Master of Shadows",4.2
"Star Wolves",4.2
Shipwreck,4.2
"RESCUE 2",4.2
"Game Tycoon 1.5",4.2
"Duke Nukem 3D Megaton Edition",4.2
"DCS Black Shark",4.2
Blockland,4.2
"Sang-Froid - Tales of Werewolves",4.17
"Tom Clancy's Rainbow Six 3 Gold Edition",4.16666666666667
"The Dream Machine",4.16666666666667
"Goodbye Deponia",4.15714285714286
"Waking Mars",4.14
"Strike Suit Infinity",4.1375
Planetbase,4.1375
"The Slaughtering Grounds",4.13333333333333
"Star Wars Republic Commando",4.13333333333333
"Fistful of Frags",4.12784810126582
"Post Apocalyptic Mayhem",4.1
"Xpand Rally Xtreme",4.1
"Teddy Floppy Ear - Mountain Adventure",4.1
"Seduce Me the Otome",4.1
Nux,4.1
"Mission Control NanoMech",4.1
Ichi,4.1
Contrast,4.1
"Battle Los Angeles",4.1
"IL-2 Sturmovik 1946",4.08888888888889
"Football Manager 2016 Demo",4.08571428571429
"Costume Quest",4.08235294117647
"Half-Life Opposing Force",4.08095238095238
Contagion,4.07755102040816
"Speedball 2 HD",4.06666666666667
"Keep Talking and Nobody Explodes",4.06666666666667
"Jigoku Kisetsukan Sense of the Seasons",4.06666666666667
"Journey of a Roach",4.05
"A.V.A - Alliance of Valiant Arms",4.04074074074074
"Super Amazing Wagon Adventure",4.03333333333333
"Relic Hunters Zero",4.02272727272727
"Frankenstein Master of Death",4.02
"Wildlife Park 3",4.0
"Total War Battles KINGDOM",4.0
"The Beast of Lycan Isle - Collector's Edition",4.0
"Our Darker Purpose",4.0
"Nancy Drew Last Train to Blue Moon Canyon",4.0
"Jet Set Radio",4.0
"Family Guy Back to the Multiverse",4.0
DiRT,4.0
"1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby)",4.0
"Gear Up",3.9962962962963
"Cities in Motion 2",3.99473684210526
"Alchemy Mysteries Prague Legends",3.98
"Worms Armageddon",3.96190476190476
Split/Second,3.95
"Silent Hunter III",3.95
"Season of Mystery  The Cherry Blossom Murders",3.95
"Magicka 2",3.93125
Prey,3.925
"My Lands",3.925
"Puzzle Agent",3.92
"Abyss Odyssey",3.92
"Lost Planet 2",3.9125
Nidhogg,3.90625
"Operation Flashpoint Dragon Rising",3.90588235294118
Survarium,3.9
"Flower Shop Winter In Fairbrook",3.9
"Wallace & Gromit Ep 4 The Bogey Man",3.9
"Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ",3.9
"Runaway A Road Adventure",3.9
"MX vs. ATV Supercross Encore",3.9
"It came from space, and ate our brains",3.9
"Dustoff Heli Rescue",3.9
"Dungeons & Dragons Chronicles of Mystara",3.9
"Drawn The Painted Tower",3.9
"99 Spirits",3.9
"Grand Theft Auto III",3.890625
"Q.U.B.E Director's Cut",3.88
"The Ship",3.86976744186047
Primordia,3.86666666666667
"Giana Sisters Twisted Dreams",3.85238095238095
Kingdom,3.85
"Tiny Brains",3.85
"Villagers and Heroes",3.84444444444444
"Oddworld New 'n' Tasty",3.83333333333333
"Papers, Please",3.82972972972973
"Viking Battle for Asgard",3.82222222222222
"Weather Lord The Successor's Path",3.8
"The Room",3.8
"The Black Watchmen",3.8
"Pro Rugby Manager 2015",3.8
"Nancy Drew Secrets can Kill",3.8
"Mountain Crime Requital",3.8
"Monster Loves You!",3.8
"BAD END",3.8
Apollo4x,3.8
"The Wonderful End of the World",3.78
Screencheat,3.78
"Savage Lands",3.77692307692308
"Blood of Old",3.775
"Crazy Machines 2",3.775
"Codename CURE",3.76764705882353
"Out There  Edition",3.76666666666667
"Star Wars Dark Forces",3.76428571428571
"Dungeon Siege 2",3.76
"Wanderlust Rebirth",3.75555555555556
Gunpoint,3.75263157894737
"Marble Mayhem Fragile Ball",3.75
"Emergency 2014",3.75
"Devil May Cry 3 Special Edition",3.7125
"Terminator Salvation",3.7
"Sam & Max 201 Ice Station Santa",3.7
"Rescue Everyday Heroes",3.7
"Interstellar Marines",3.7
"Ghost in the Shell Stand Alone Complex First Assault Online",3.7
"Divinity Dragon Commander Beta",3.7
"Demon Hunter Chronicles from Beyond",3.7
"Mitos.is The Game",3.69818181818182
"Cubic Castles",3.69655172413793
"Little Racers STREET",3.68
"Hitman Blood Money",3.6695652173913
"Doorways The Underworld",3.66666666666667
"Lead and Gold - Gangs of the Wild West",3.65833333333333
"Quake Live",3.65584415584416
"War Inc. Battlezone",3.653125
"Tom Clancy's Splinter Cell Double Agent",3.65
"Scratches Director's Cut",3.65
"Overcast - Walden and the Werewolf",3.65
Republique,3.65
"Hollywood Visionary",3.65
"Her Story",3.64
"Boring Man - Online Tactical Stickman Combat",3.63809523809524
SNOW,3.63333333333333
"Divine Divinity",3.63333333333333
"D.I.P.R.I.P. Warm Up",3.62857142857143
"Super Meat Boy",3.6264
"School of Dragons How to Train Your Dragon",3.625
"The Guild II",3.61538461538462
"Card Hunter",3.615
"Lara Croft and the Guardian of Light",3.61153846153846
"Serious Sam HD The First Encounter",3.60689655172414
Zoombinis,3.6
"Zafehouse Diaries",3.6
"Total War Battles SHOGUN",3.6
"The Samaritan Paradox",3.6
"The Political Machine 2016",3.6
GunWorld,3.6
"Eaten Alive",3.6
"Down To One",3.6
"Clockwork Tales Of Glass and Ink",3.6
"Aura Fate of the Ages",3.6
"10,000,000",3.6
"NASCAR '14",3.6
"METAL SLUG 3",3.59047619047619
"Hitman 2 Silent Assassin",3.58571428571429
"Anna - Extended Edition",3.58181818181818
"Shoppe Keep",3.58
"Steel Ocean",3.575
"Zombie Shooter 2",3.56666666666667
"Worms Clan Wars",3.56666666666667
"Tales of Monkey Island Chapter 5 - Rise of the Pirate God",3.56666666666667
"The Longest Journey",3.55714285714286
"Commandos 2 Men of Courage",3.55454545454545
"The Clockwork Man",3.55
"The Lost Crown",3.55
"Chainsaw Warrior Lords of the Night",3.55
"Thief Deadly Shadows",3.54545454545455
"One Way Heroics",3.54
"DOOM 3",3.535
"Serious Sam Classic The First Encounter",3.52857142857143
"Insanely Twisted Shadow Planet",3.525
"Railroad Tycoon 3",3.52
"Pool Nation",3.52
"Alpha Protocol",3.52
"ACE COMBAT ASSAULT HORIZON Enhanced Edition",3.51818181818182
"Bridge Constructor",3.51666666666667
"Teddy Floppy Ear - Kayaking",3.5
"Strong Bad Episode 1 Homestar Ruiner",3.5
"Project AURA",3.5
"Nancy Drew Secret of the Scarlet Hand ",3.5
"LEGO Pirates of the Caribbean The Video Game",3.5
"Ironclad Tactics",3.5
"Cossacks European Wars",3.5
Cosmophony,3.5
"Cognition An Erica Reed Thriller",3.5
"Cabela's Hunting Expeditions",3.5
"AI War Fleet Command",3.5
"The Journey Down Chapter One",3.48
"Papo & Yo",3.475
"Tactical Intervention",3.46935483870968
Skyborn,3.46666666666667
"Memories of a Vagabond",3.45555555555556
"DOOM II Hell on Earth",3.45555555555556
"Alan Wake's American Nightmare",3.44166666666667
Sanctum,3.44102564102564
"Lost Planet Extreme Condition",3.42941176470588
"Iron Brigade",3.41666666666667
"Teddy Floppy Ear - The Race",3.4
"Hack 'n' Slash",3.4
"Time Mysteries Inheritance - Remastered",3.4
"The Defenders The Second Wave",3.4
Saviors,3.4
"Saturday Morning RPG",3.4
"Project Explore",3.4
"Hegemony Gold Wars of Ancient Greece",3.4
"Heavy Bullets",3.4
"Fast & Furious Showdown",3.4
"Deadly Profits",3.4
Cyto,3.4
"Cabelas Trophy Bucks",3.4
"Better Late Than DEAD",3.4
Bedlam,3.4
"A Story About My Uncle",3.4
8BitBoy,3.4
"The Basement Collection",3.38
"METAL SLUG DEFENSE",3.37777777777778
Evoland,3.37222222222222
"The Expendabros",3.371875
"Edna & Harvey Harvey's New Eyes",3.36666666666667
"Revenge of the Titans",3.34666666666667
"Painkiller Hell & Damnation",3.32666666666667
"Sinister City",3.31666666666667
"Sid Meier's Civilization IV Colonization",3.30588235294118
"Colin McRae Rally",3.3
Closure,3.3
"The 39 Steps",3.3
"Super Chibi Knight",3.3
Retrovirus,3.3
"Narco Terror",3.3
"Gunspell Steam Edition",3.3
"Evochron Mercenary",3.3
Echelon,3.3
"Delta Force 2",3.3
"Amazing Adventures The Lost Tomb",3.3
"Dungeons & Dragons Daggerdale",3.28333333333333
La-Mulana,3.28
"Commandos Behind Enemy Lines",3.26666666666667
"Super Hexagon",3.26551724137931
"SteamWorld Dig",3.2625
"System Shock 2",3.25833333333333
"Medieval Engineers",3.25333333333333
"Wasteland 1 - The Original Classic",3.25
"WRC 5",3.25
"Victim of Xen",3.25
SolForge,3.25
Hacknet,3.25
"Analogue A Hate Story",3.24285714285714
"THE KING OF FIGHTERS XIII STEAM EDITION",3.24285714285714
"Go! Go! Nippon! ~My First Trip to Japan~",3.24
"Race The Sun",3.232
"Happy Wars",3.20363636363636
"Sunrider Mask of Arcadius",3.2
"Strong Bad Episode 3 Baddest of the Bands",3.2
"Sam & Max 302 The Tomb of Sammun-Mak",3.2
"Heroes Over Europe",3.2
"Hard Truck Apocalypse Rise Of Clans / Ex Machina Meridian 113",3.2
"Elite Dangerous Horizons",3.2
"Bus-Simulator 2012",3.2
"Blue Rose",3.2
CubeGun,3.2
"Coin Crypt",3.2
Quake,3.1875
"PixelJunk Shooter",3.18
"Hyperdimension Neptunia Re;Birth1",3.17777777777778
"The Swapper",3.16923076923077
"PAC-MAN Championship Edition DX+",3.16923076923077
"Indie Game The Movie",3.15714285714286
Swipecart,3.15
Cinders,3.15
"Super Killer Hornet Resurrection",3.15
"Rabbit Hole 3D Steam Edition",3.15
"Codename Panzers - Cold War",3.15
Receiver,3.14285714285714
Spirits,3.14
Q.U.B.E.,3.13333333333333
"Peggle Extreme",3.12
KnightShift,3.12
FUEL,3.12
"Panzer Corps",3.1
"Order of War Challenge",3.1
"Oozi Earth Adventure",3.1
"Life is Hard",3.1
"Karate Master 2 Knock Down Blow",3.1
"Kane & Lynch Dead Men",3.1
"Humanity Asset",3.1
"Hegemony Philip of Macedon",3.1
Fire,3.1
"Face Noir",3.1
"Escape Rosecliff Island",3.1
"City Life 2008",3.1
"Cherry Tree High Comedy Club",3.1
"Battleplan American Civil War",3.1
"Fancy Skulls",3.1
"Gemini Rue",3.08333333333333
Botanicula,3.08125
"Ionball 2  Ionstorm",3.08
"Shelter 2",3.06666666666667
"King Arthur's Gold",3.06666666666667
Anodyne,3.06666666666667
"The Stanley Parable",3.06363636363636
"Strategic War in Europe",3.05
Platypus,3.05
"Cossacks II Battle for Europe",3.05
"BlazBlue Calamity Trigger",3.05
"Dragons and Titans",3.04583333333333
"Estranged Act I",3.04166666666667
"The Dig",3.04
"The Showdown Effect",3.03571428571429
Viridi,3.03333333333333
"King Arthur Collection",3.02857142857143
"Plain Sight",3.025
Batla,3.02
Z,3.0
"Way of the Samurai 4",3.0
"Warhammer Online Age of Reckoning",3.0
"Vintage Year",3.0
"Treeker The Lost Glasses",3.0
"The Nightmare Cooperative",3.0
"TRANSFORMERS Rise of the Dark Spark",3.0
"Sam & Max 304 Beyond the Alley of the Dolls",3.0
"Sam & Max 101 Culture Shock",3.0
"Reach for the Sun",3.0
Pressure,3.0
Obludia,3.0
"MoW Face Off M",3.0
Kyn,3.0
"Hunting Unlimited 2010",3.0
"Frederic Evil Strikes Back",3.0
"Dark Fall Lost Souls",3.0
Clickr,3.0
"CivCity Rome",3.0
"CAFE 0 ~The Drowned Mermaid~",3.0
"Big Money! Deluxe",3.0
"500 Years Act 1",3.0
"3DMark 11",3.0
"Infinite Crisis",2.98918918918919
"Trials 2 Second Edition",2.9875
"The Four Kings Casino and Slots",2.975
"Sakura Spirit",2.97272727272727
"Car Mechanic Simulator 2014",2.97142857142857
"FX Football - The Manager for Every Football Fan",2.96666666666667
"Call of Duty",2.96666666666667
"Assassin's Creed Freedom Cry",2.96666666666667
"To the Moon",2.95294117647059
"10 Second Ninja",2.95
"Long Live The Queen",2.94
"ENSLAVED Odyssey to the West Premium Edition",2.93333333333333
"Quake III Arena",2.92857142857143
Apotheon,2.92
"Serious Sam 2",2.91538461538462
Hammerfight,2.91428571428571
LIMBO,2.91190476190476
"Five Nights at Freddy's 2",2.90869565217391
Xeodrifter,2.9
"Splatter - Blood Red Edition",2.9
"Sam & Max 303 They Stole Max's Brain!",2.9
STARWHAL,2.9
"Road Not Taken",2.9
"Quest of Dungeons",2.9
"Nancy Drew Lights, Camera, Curses!",2.9
MotoGP13,2.9
"Left in the Dark No One on Board",2.9
"Dracula's Legacy",2.9
"Deadly Premonition The Director's Cut",2.9
"Clash of Puppets",2.9
"Children of the Nile Alexandria",2.9
"BloodRayne 2",2.9
"Blob From Space",2.9
"Avadon 2 The Corruption",2.9
VVVVVV,2.89189189189189
"Canyon Capers",2.89166666666667
A.R.E.S.,2.88888888888889
Braid,2.8875
"F.E.A.R. Online",2.88148148148148
"Alien Rage - Unlimited",2.88
"Takedown Red Sabre",2.87272727272727
"Double Dragon Neon",2.87142857142857
FORCED,2.87037037037037
"RPG MO",2.8625
Sengoku,2.86
Deadlight,2.85789473684211
"Wild Warfare",2.85555555555556
Waveform,2.85
"Tiny Troopers",2.85
"Sun Blast",2.85
"Paranormal State Poison Spring Collector's Edition",2.85
eden*,2.85
"Slender The Arrival",2.84615384615385
"Dwarfs F2P",2.8375
"Blitzkrieg Anthology",2.83333333333333
"Artemis Spaceship Bridge Simulator",2.83333333333333
"RISK Factions",2.81666666666667
"DLC Quest",2.81666666666667
FOTONICA,2.8
Deadbreed,2.8
"Zombie Tycoon 2 Brainhov's Revenge",2.8
"Watchmen The End Is Nigh Part 2",2.8
Showtime!,2.8
"Sherlock Holmes and The Hound of The Baskervilles",2.8
"Sam & Max 305 The City that Dares not Sleep",2.8
"Residue Final Cut",2.8
Obulis,2.8
Halfway,2.8
"Doctor Who The Eternity Clock",2.8
"Crusader Kings Complete",2.8
"Carmageddon Max Pack",2.8
"9 Clues The Secret of Serpent Creek",2.8
Antichamber,2.788
"Cthulhu Saves the World ",2.7875
"Shadowgrounds Survivor",2.78571428571429
"Metal Reaper Online",2.78571428571429
"Ys I",2.76666666666667
"Doorways Prelude",2.76666666666667
"Back to the Future Ep 5 - OUTATIME",2.76666666666667
"Hostile Waters Antaeus Rising",2.76666666666667
"Universe Sandbox ",2.75714285714286
"PixelJunk Monsters Ultimate",2.75714285714286
"Sam & Max 105 Reality 2.0",2.75
DeadCore,2.75
"Swords and Soldiers HD",2.73333333333333
"SpellForce 2 Gold Edition",2.73333333333333
"Layers of Fear",2.73333333333333
"Tomb Raider Anniversary",2.72727272727273
McPixel,2.72105263157895
"DOOM 3 Resurrection of Evil",2.72
"Oddworld Abe's Exoddus",2.7125
RUSH,2.71111111111111
Grimm,2.70769230769231
"Deadfall Adventures",2.7
"Sugar Cube Bittersweet Factory",2.7
"Strong Bad Episode 2 Strong Badia the Free",2.7
"Riding Star",2.7
"Retro-Pixel Castles",2.7
Outland,2.7
NaissanceE,2.7
"N.P.P.D. RUSH - The milk of Ultra violet",2.7
"Midnight Mysteries 4 Haunted Houdini",2.7
"Kill Fun Yeah",2.7
Hylics,2.7
"Ghost Encounters Deadwood - Collector's Edition",2.7
"Forsaken Uprising",2.7
"Executive Assault",2.7
"Escape Machines",2.7
"Eryi's Action",2.7
"Cities XL",2.7
"Back to the Future Ep 3 - Citizen Brown",2.7
"Angry Birds Space",2.7
"Alex Hunter - Lord of the Mind",2.7
1Quest,2.7
"Deadly 30",2.7
Enclave,2.68666666666667
"Race The WTCC Game",2.68333333333333
RaiderZ,2.67
"Silent Hill Homecoming",2.66666666666667
"Puzzle Agent 2",2.66666666666667
X-Blades,2.66
Syberia,2.65714285714286
"Indiana Jones and the Fate of Atlantis",2.65
"Enemy Mind",2.65
Monaco,2.646875
Eets,2.64
Chime,2.62857142857143
TypeRider,2.625
"Out There Somewhere",2.62
"Grand Theft Auto 2",2.61666666666667
Shank,2.60625
"The Typing of The Dead Overkill",2.6
Servo,2.6
"Reaper - Tale of a Pale Swordsman",2.6
"Offspring Fling!",2.6
"Make it indie!",2.6
"GEARCRACK Arena",2.6
Fingered,2.6
"Fading Hearts",2.6
"Destiny Warriors",2.6
"Chris Sawyer's Locomotion",2.6
"Catmouth Island",2.6
"Battle Group 2",2.6
"Back to the Future Ep 4 - Double Visions",2.6
"Dysfunctional Systems Learning to Manage Chaos",2.6
"The Bard's Tale",2.58333333333333
"Lunar Flight",2.58333333333333
Gravilon,2.58333333333333
Darwinia,2.58333333333333
Chains,2.58333333333333
"Red Crucible Firestorm",2.57608695652174
"Prince of Persia The Sands of Time",2.57333333333333
Shatter,2.57222222222222
"Edge of Space",2.56666666666667
"Dino D-Day",2.5640625
"Construct 2 Free",2.55714285714286
"Stubbs the Zombie in Rebel Without a Pulse",2.55
"Toki Tori",2.55
"The Howler",2.55
"Stellar 2D",2.55
"Sins of a Dark Age",2.54615384615385
"Red Orchestra 2 Heroes of Stalingrad - Single Player",2.54615384615385
"Leviathan Warships",2.54444444444444
"East India Company Gold",2.54
"New kind of adventure",2.53333333333333
"FootLOL Epic Fail League",2.53333333333333
"Air Conflicts Pacific Carriers",2.53333333333333
"War of the Roses Balance Beta",2.525
"Edna & Harvey The Breakout",2.525
"Fractured Space",2.52222222222222
"Arma 2 DayZ Mod",2.51016949152542
WARMODE,2.50816326530612
"God Mode",2.50769230769231
"Virtua Tennis 4",2.5
"Spriter Pro",2.5
"Smooth Operators",2.5
"Shiny The Firefly",2.5
"RADical ROACH Deluxe Edition",2.5
"Quake II",2.5
Kuros,2.5
"Hell Yeah!",2.5
"Fate of the World",2.5
"Demolition, Inc.",2.5
"Deadlings - Rotten Edition",2.5
"CameraBag 2",2.5
"Blood Knights",2.5
"Ancient Planet",2.5
theHunter,2.49354838709677
"Piercing Blow",2.49
Damned,2.49
"Shadows on the Vatican - Act I Greed",2.4875
DiggerOnline,2.48235294117647
"Sir, You Are Being Hunted",2.48125
Guncraft,2.48
"Wallace & Gromit Ep 1 Fright of the Bumblebees",2.475
"Vertical Drop Heroes HD",2.46666666666667
"Halo Spartan Assault",2.45384615384615
"The Mean Greens - Plastic Warfare",2.45
"Air Brawl",2.45
"The Cat Lady",2.45
Cubemen,2.4375
"Speedball 2 Tournament",2.43333333333333
"Beatbuddy Tale of the Guardians",2.43333333333333
"Space Farmers",2.425
"Killer is Dead",2.42
Betrayer,2.41666666666667
"Randal's Monday",2.4
"Warhammer 40,000 Kill Team",2.4
Vox,2.4
Ultratron,2.4
"Tkl Online",2.4
"Spooky Cats",2.4
"Skara - The Blade Remains",2.4
"Postal 3",2.4
"PixelJunk Shooter Ultimate",2.4
"Phoenix Force",2.4
"NightShift Code",2.4
Knock-knock,2.4
"Flesh Eaters",2.4
"Fat Chicken",2.4
"Farming World",2.4
"Else Heart.Break()",2.4
"Duck Dynasty",2.4
"Darksiders II Deathinitive Edition",2.4
"Conquest of Champions",2.4
"Commander Conquest of the Americas",2.4
"Organ Trail Director's Cut",2.39230769230769
"Brothers - A Tale of Two Sons",2.39
"DCS World",2.3875
"Eets Munchies",2.38
"Oil Rush",2.37777777777778
"Toki Tori 2+",2.37777777777778
"Myst Masterpiece Edition",2.375
"BIT.TRIP Presents... Runner2 Future Legend of Rhythm Alien",2.36923076923077
Daylight,2.36666666666667
"Over 9000 Zombies!",2.35
"Time Mysteries 3 The Final Enigma",2.35
Shelter,2.34
"The Guild Gold Edition",2.33333333333333
"Soccer Manager 2016",2.33333333333333
"Cargo Commander",2.33333333333333
Morphopolis,2.325
Bleed,2.32
Rochard,2.31538461538462
"Grimoire Manastorm",2.31428571428571
"Racer 8",2.31
"Delve Deeper",2.3
"Back to the Future Ep 1 - It's About Time",2.3
"YOU DON'T KNOW JACK",2.3
"Towtruck Simulator 2015",2.3
"Super Motherload",2.3
Submerged,2.3
"Sphere III Enchanted World",2.3
Pressured,2.3
"Kohan II Kings of War",2.3
"Divine Souls",2.3
"Defense Grid 2 A Matter of Endurance",2.3
DarkEnd,2.3
"Cosmic DJ",2.3
"Containment The Zombie Puzzler",2.3
"Boo Bunny Plague",2.3
"Knights and Merchants",2.29444444444444
"Squishy the Suicidal Pig",2.29166666666667
"Talisman Prologue",2.28571428571429
"They Bleed Pixels",2.28
"Deus Ex The Fall",2.275
"Lords of the Black Sun",2.26666666666667
"Survivor Squad",2.26666666666667
LUFTRAUSERS,2.26
"Bad Rats",2.25384615384615
"Zombie Zoeds",2.25
"Toy Soldiers War Chest",2.25
"Hamilton's Great Adventure",2.25
"Destination Sol",2.25
"World of Goo",2.24878048780488
SkyDrift,2.24444444444444
"Uriel's Chasm",2.24285714285714
"Thomas Was Alone",2.24074074074074
"Ultimate Tic-Tac-Toe",2.24
"Foreign Legion Buckets of Blood",2.24
"Axis Game Factory's AGFPRO 3.0",2.24
"Lethal League",2.23333333333333
"Europa Universalis Rome - Gold Edition",2.23333333333333
"Carrier Command Gaea Mission",2.23333333333333
NEOTOKYO,2.22666666666667
"Master Levels for DOOM II",2.225
"Stealth Bastard Deluxe",2.22307692307692
"Moonbase Alpha",2.22
Cogs,2.22
